,Local Link,Stage,Industry,Region
353,./InsiderPitchPDFs/Picnic.pdf,SeriesA,Advertising,Europe
354,./InsiderPitchPDFs/PilgrimSoul.pdf,Seed,Cannabis,N. America
355,./InsiderPitchPDFs/Pillar.pdf,Seed,Fintech,N. America
356,./InsiderPitchPDFs/Pinecone.pdf,SeriesA,Data management,N. America
357,./InsiderPitchPDFs/Pinwheel.pdf,SeriesB,Data management,N. America
358,./InsiderPitchPDFs/PistilData.pdf,Seed,Cannabis,N. America
359,./InsiderPitchPDFs/Pitch.pdf,SeriesB,Enterprise software,Europe
360,./InsiderPitchPDFs/Pixeom.pdf,SeriesA,Enterprise software,N. America
361,./InsiderPitchPDFs/PlanetWatchers.pdf,SeriesA,Enterprise software,Europe
362,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
363,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
364,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
365,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
366,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
367,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
368,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
369,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
370,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
371,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
372,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
373,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
374,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
375,./InsiderPitchPDFs/HelloHeart.pdf,SeriesD,Healthcare,N. America
376,./InsiderPitchPDFs/HelpLightning.pdf,Series A,Enterprise/AR,N. America
377,./InsiderPitchPDFs/Here.pdf,Seed,Real estate,N. America
378,./InsiderPitchPDFs/Herv.pdf,SeriesA,Cannabis,N. America
379,./InsiderPitchPDFs/Heura.pdf,N/A,Retail,Europe
380,./InsiderPitchPDFs/Heyday.pdf,Seed,Enterprise software,N. America
381,./InsiderPitchPDFs/HiBob.pdf,SeriesD,Enterprise software,Middle East
382,./InsiderPitchPDFs/HingeHealth.pdf,SeriesD,Healthcare,N. America
383,./InsiderPitchPDFs/HintHealth.pdf,SeriesB,Healthcare,N. America
384,./InsiderPitchPDFs/Hintsa.pdf,SeriesA,Healthcare,N. America
385,./InsiderPitchPDFs/HMBradley.pdf,SeriesA,Fintech,N. America
386,./InsiderPitchPDFs/HMNC.pdf,Growth,Healthcare,Europe
387,./InsiderPitchPDFs/Holloway.pdf,Seed,Media,N. America
388,./InsiderPitchPDFs/Hologram.pdf,SeriesB,Enterprise software,N. America
389,./InsiderPitchPDFs/Hometalk.pdf,SeriesA,Consumer app,N. America
390,./InsiderPitchPDFs/Hone.pdf,SeriesB,Online learning,N. America
391,./InsiderPitchPDFs/Honey.pdf,Seed,E-commerce,N. America
392,./InsiderPitchPDFs/HoneyBook.pdf,SeriesD,Finance,N. America
393,./InsiderPitchPDFs/Honeycomb.pdf,SeriesA,Real estate,N. America
394,./InsiderPitchPDFs/Hopper.pdf,SeriesG,Fintech,N. America
395,./InsiderPitchPDFs/Hopscotch.pdf,Seed,Healthcare,N. America
396,./InsiderPitchPDFs/HourOne.pdf,SeriesA,Data management,Middle East
397,./InsiderPitchPDFs/Hourly.pdf,SeriesA,Enterprise software,N. America
398,./InsiderPitchPDFs/Howdy.pdf,SeriesA,Enterprise software,N. America
399,./InsiderPitchPDFs/HTEC.pdf,Growth,Enterprise software,Europe
400,./InsiderPitchPDFs/Selfbook.pdf,SeriesA,Travel,N. America
401,./InsiderPitchPDFs/SempreHealth.pdf,SeriesA,Healthcare,N. America
402,./InsiderPitchPDFs/Setpoint.pdf,SeriesA,Real estate,N. America
403,./InsiderPitchPDFs/Seyna.pdf,SeriesA,Enterprise software,Europe
404,./InsiderPitchPDFs/Shares.pdf,SeriesB,Fintech,Europe
405,./InsiderPitchPDFs/Sharpist.pdf,SeriesA,Enterprise software,Europe
406,./InsiderPitchPDFs/Sherpa.pdf,Seed,Travel,N. America
407,./InsiderPitchPDFs/Shipium.pdf,SeriesB,E-commerce,N. America
408,./InsiderPitchPDFs/SignalAI.pdf,SeriesC,Data management,Europe
409,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
410,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
411,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
412,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
413,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
414,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
415,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
416,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
417,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
418,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
419,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
420,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
421,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
422,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
423,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
424,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
425,./InsiderPitchPDFs/Island.pdf,SeriesB,Enterprise software,N. America
426,./InsiderPitchPDFs/Iterable.pdf,SeriesD,Enterprise software,N. America
427,./InsiderPitchPDFs/iTrustCapital.pdf,SeriesA,Fintech,N. America
428,./InsiderPitchPDFs/JIFFYai.pdf,SeriesA,Enterprise software,N. America
429,./InsiderPitchPDFs/Jobox.pdf,SeriesB,Enterprise software,N. America
430,./InsiderPitchPDFs/Joonko.pdf,SeriesB,Enterprise software,N. America
431,./InsiderPitchPDFs/Jubilee.pdf,Seed,Media,N. America
432,./InsiderPitchPDFs/July.pdf,Pre-seed,Enterprise software,N. America
433,./InsiderPitchPDFs/JuneHomes.pdf,SeriesB,Real estate,N. America
434,./InsiderPitchPDFs/Juno.pdf,N/A,Enterprise software,Europe
435,./InsiderPitchPDFs/Juro.pdf,SeriesB,Enterprise software,Europe
436,./InsiderPitchPDFs/JusMundi.pdf,SeriesA,Enterprise software,Europe
437,./InsiderPitchPDFs/Justpoint.pdf,Seed,Data management,N. America
438,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
439,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
440,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
441,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
442,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
443,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
444,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
445,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
446,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
447,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
448,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
449,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
450,./InsiderPitchPDFs/KeroSports.pdf,Seed,Consumer app,N. America
451,./InsiderPitchPDFs/Kerv.pdf,Growth,Media,N. America
452,./InsiderPitchPDFs/Kewazo.pdf,SeriesA,Hardware,Europe
453,./InsiderPitchPDFs/Keyway.pdf,Seed,Real estate,N. America
454,./InsiderPitchPDFs/KiliTechnology.pdf,SeriesA,Data management,Europe
455,./InsiderPitchPDFs/Kinspire.pdf,Seed,Healthcare,N. America
456,./InsiderPitchPDFs/KituLife.pdf,SeriesA,Consumer app,N. America
457,./InsiderPitchPDFs/KituLife.pdf,SeriesC,Retail,N. America
458,./InsiderPitchPDFs/Klue.pdf,SeriesA,Data management,N. America
459,./InsiderPitchPDFs/Knak.pdf,SeriesA,Enterprise software,N. America
460,./InsiderPitchPDFs/Knowledgehook.pdf,SeriesA,Education,N. America
461,./InsiderPitchPDFs/Knowunity.pdf,SeriesA,Online learning,Europe
462,./InsiderPitchPDFs/Koala.pdf,SeriesA,Real estate,N. America
463,./InsiderPitchPDFs/Koffie.pdf,SeriesA,Enterprise software,N. America
464,./InsiderPitchPDFs/Komodor.pdf,SeriesA,Enterprise software,Middle East
465,./InsiderPitchPDFs/Kona.pdf,Seed,Enterprise software,N. America
466,./InsiderPitchPDFs/Kong.pdf,SeriesC,Enterprise software,N. America
467,./InsiderPitchPDFs/KOS.pdf,SeriesA,Retail,N. America
468,./InsiderPitchPDFs/Krew.pdf,Seed,Consumer app,Europe
469,./InsiderPitchPDFs/Kryptomon.pdf,SeriesA,Media,Europe
470,./InsiderPitchPDFs/Kyra.pdf,SeriesA,Media,Europe
471,./InsiderPitchPDFs/Labster.pdf,SeriesC,Online Learning,Europe
472,./InsiderPitchPDFs/Labviva.pdf,SeriesA,Enterprise software,N. America
473,./InsiderPitchPDFs/Ladder.pdf,SeriesD,Fintech,N. America
474,./InsiderPitchPDFs/LambdaSchool.pdf,SeriesC,Education,N. America
475,./InsiderPitchPDFs/Upstream.pdf,Seed,Consumer app,N. America
476,./InsiderPitchPDFs/Uptime.pdf,Seed,Online learning,Europe
477,./InsiderPitchPDFs/Uptop.pdf,Seed,Real estate,N. America
478,./InsiderPitchPDFs/Upvest.pdf,SeriesA,Fintech,Europe
479,./InsiderPitchPDFs/UtilizeCore.pdf,Seed,Real Estate,N. America
480,./InsiderPitchPDFs/V7.pdf,SeriesA,Data management,Europe
481,./InsiderPitchPDFs/Vaayu.pdf,Seed,Enterprise software,Europe
482,./InsiderPitchPDFs/Valuecase.pdf,Pre-seed,Enterprise software,Europe
483,./InsiderPitchPDFs/VanMoof.pdf,SeriesB,Transportation,Europe
484,./InsiderPitchPDFs/Veem.pdf,Strategic round,Fintech,N. America
485,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
486,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
487,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
488,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
489,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
490,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
491,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
492,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
493,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
494,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
495,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
496,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
497,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
498,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
499,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
500,./InsiderPitchPDFs/Lolacom.pdf,SeriesC,Travel,N. America
501,./InsiderPitchPDFs/Lollipop.pdf,Seed,Consumer app,Europe
502,./InsiderPitchPDFs/LordoftheTrees.pdf,pre-seed,Retail,Australia
503,./InsiderPitchPDFs/LottieLab.pdf,Seed,Media,Europe
504,./InsiderPitchPDFs/LucidLink.pdf,SeriesB,Enterprise software,N. America
505,./InsiderPitchPDFs/Ludex.pdf,Seed,Consumer app,N. America
506,./InsiderPitchPDFs/Luko.pdf,SeriesB,Healthcare,Europe
507,./InsiderPitchPDFs/Lula.pdf,SeriesA,Enterprise software,N. America
508,./InsiderPitchPDFs/Lumanu.pdf,SeriesA,Enterprise software,N. America
509,./InsiderPitchPDFs/LumApps.pdf,SeriesC,Cloud,Europe
510,./InsiderPitchPDFs/Lumiform.pdf,SeriesA,Enterprise software,Europe
511,./InsiderPitchPDFs/Lunchbox.pdf,Seed,Consumer app,N. America
512,./InsiderPitchPDFs/Lunchclub.pdf,Seed,Social media,N. America
513,./InsiderPitchPDFs/Lunio.pdf,SeriesA,Enterprise software,Europe
514,./InsiderPitchPDFs/Lusha.pdf,SeriesB,Enterprise software,Middle East
515,./InsiderPitchPDFs/Lyric.pdf,SeriesB,Hospitality,N. America
516,./InsiderPitchPDFs/M3O.pdf,Seed,Data management,Europe
517,./InsiderPitchPDFs/Macro.pdf,Seed,Enterprise software,N. America
518,./InsiderPitchPDFs/Macrometa.pdf,SeriesA,Cloud,N. America
519,./InsiderPitchPDFs/Maestro.pdf,SeriesB,Media,N. America
520,./InsiderPitchPDFs/Makersite.pdf,SeriesA,Enterprise software,Europe
521,./InsiderPitchPDFs/Mambu.pdf,SeriesE,Fintech,Europe
522,./InsiderPitchPDFs/Mambu.pdf,SeriesD,Fintech,Europe
523,./InsiderPitchPDFs/MangroveLithium.pdf,SeriesA,Hardware,N. America
524,./InsiderPitchPDFs/Marpipe.pdf,SeriesA,Data management,N. America
525,./InsiderPitchPDFs/YumiNutrition.pdf,Seed,Consumer app,Europe
526,./InsiderPitchPDFs/Zestful.pdf,Seed,Enterprise software,N. America
527,./InsiderPitchPDFs/Zeta.pdf,SeriesC,Fintech,Asia
528,./InsiderPitchPDFs/Zevoy.pdf,SeriesA,Fintech,Europe
529,./InsiderPitchPDFs/1inchNetwork.pdf,SeriesB,Fintech,N. America
530,./InsiderPitchPDFs/7bridges.pdf,Seed,Europe,Europe
531,./InsiderPitchPDFs/Miraki.pdf,SeriesE,Enterprise software,N. America
532,./InsiderPitchPDFs/Miren.pdf,N/A,Fintech,N. America
533,./InsiderPitchPDFs/MishasKindFoods.pdf,Seed,Retail,N. America
534,./InsiderPitchPDFs/Mixpanel.pdf,SeriesC,Data management,N. America
535,./InsiderPitchPDFs/Mmob.pdf,Seed,Fintech,Europe
536,./InsiderPitchPDFs/7bridges.pdf,Seed,Europe,Europe
537,./InsiderPitchPDFs/7bridges.pdf,SeriesA,Data management,Europe
538,./InsiderPitchPDFs/8base.pdf,SeriesA,Enterprise software,N. America
539,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
540,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
541,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
542,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
543,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
544,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
545,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
546,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
547,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
548,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
549,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
550,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
551,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
552,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
553,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
554,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
555,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
556,./InsiderPitchPDFs/NaorisProtocol.pdf,N/A,Cybersecurity,Europe
557,./InsiderPitchPDFs/Narrative.pdf,SeriesA,Data management,N. America
558,./InsiderPitchPDFs/Navina.pdf,Seed,Healthcare,Middle East
559,./InsiderPitchPDFs/Nectar.pdf,SeriesA,Healthcare,N. America
560,./InsiderPitchPDFs/NetAPorter.pdf,Seed,Cannabis,N. America
561,./InsiderPitchPDFs/NeuraLegion.pdf,Seed,Cybersecurity,Middle East
562,./InsiderPitchPDFs/NeuroID.pdf,SeriesA,Fintech / security,N. America
563,./InsiderPitchPDFs/8base.pdf,SeriesA,Enterprise software,N. America
564,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
565,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
566,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
567,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
568,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
569,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
570,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
571,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
572,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
573,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
574,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
575,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
576,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
577,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
578,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
579,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
580,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
581,./InsiderPitchPDFs/Numeral.pdf,Seed,Fintech,Europe
582,./InsiderPitchPDFs/Nuvia.pdf,SeriesB,Data management,N. America
583,./InsiderPitchPDFs/NVision.pdf,N/A,Healthcare,Europe
584,./InsiderPitchPDFs/Nylas.pdf,SeriesC,Enterprise software,N. America
585,./InsiderPitchPDFs/Octi.pdf,Seed,Social media,N. America
586,./InsiderPitchPDFs/OctoML.pdf,SeriesC,Data management,N. America
587,./InsiderPitchPDFs/Offr.pdf,Seed,Real estate,Europe
588,./InsiderPitchPDFs/OKPlay.pdf,SeriesA,Child education,N. America
589,./InsiderPitchPDFs/Okteto.pdf,SeriesA,Enterprise software,N. America
590,./InsiderPitchPDFs/Oliva.pdf,Pre-seed,Enterprise software,Europe
591,./InsiderPitchPDFs/Oloid.pdf,SeriesA,Enterprise software,N. America
592,./InsiderPitchPDFs/Olsam.pdf,SeriesA,Enterprise software,Europe
593,./InsiderPitchPDFs/Omi.pdf,Seed,Enterprise software,Europe
594,./InsiderPitchPDFs/Omnipresent.pdf,Seed,Enterprise tech,Europe
595,./InsiderPitchPDFs/OnePointFive.pdf,Seed,Hardware,Europe
596,./InsiderPitchPDFs/OneD.pdf,SeriesC,Transportation,N. America
597,./InsiderPitchPDFs/OneLeaf.pdf,Seed,Healthcare,Europe
598,./InsiderPitchPDFs/OneScreenai.pdf,Pre-seed,Advertising,N. America
599,./InsiderPitchPDFs/Onfido.pdf,SeriesD,Cybersecurity,Europe
600,./InsiderPitchPDFs/Onfleet.pdf,SeriesA,Enterprise software,N. America
601,./InsiderPitchPDFs/Onramper.pdf,Seed,Fintech,Europe
602,./InsiderPitchPDFs/Onramper.pdf,Seed,Fintech,Europe
603,./InsiderPitchPDFs/Onto.pdf,SeriesB,Transportation,N. America
604,./InsiderPitchPDFs/OpenForestProtocol.pdf,Pre-seed,Fintech,Europe
605,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
606,./InsiderPitchPDFs/OpenSpace.pdf,SeriesA,Construction,N. America
607,./InsiderPitchPDFs/Opkit.pdf,Seed,Healthcare,N. America
608,./InsiderPitchPDFs/OppZo.pdf,Seed,Enterprise software,N. America
609,./InsiderPitchPDFs/Orbit.pdf,SeriesA,Enterprise software,N. America
610,./InsiderPitchPDFs/OrbitalWitness.pdf,Seed,Enterprise software,Europe
611,./InsiderPitchPDFs/Organise.pdf,Seed,Social impact,Europe
612,./InsiderPitchPDFs/Origin.pdf,Seed,Consumer app,Europe
613,./InsiderPitchPDFs/ORIGYN.pdf,Seed,Data management,Europe
614,./InsiderPitchPDFs/Osano.pdf,Seed,Consumer app,N. America
615,./InsiderPitchPDFs/Oso.pdf,SeriesA,Enterprise software,N. America
616,./InsiderPitchPDFs/OssoVR.pdf,SeriesC,Healthcare,N. America
617,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
618,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
619,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
620,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
621,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
622,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
623,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
624,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
625,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
626,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
627,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
628,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
629,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
630,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
631,./InsiderPitchPDFs/PapayaGlobal.pdf,SeriesD,Enterprise software,N. America
632,./InsiderPitchPDFs/Paper.pdf,SeriesC,Education,N. America
633,./InsiderPitchPDFs/Parafin.pdf,SeriesB,Fintech,N. America
634,./InsiderPitchPDFs/ParallelLearning.pdf,SeriesA,Healthcare,N. America
635,./InsiderPitchPDFs/Pareto.pdf,Seed,Enterprise software,N. America
636,./InsiderPitchPDFs/Paretos.pdf,Seed,Data management,Europe
637,./InsiderPitchPDFs/Parsec.pdf,SeriesB,Enterprise software,N. America
638,./InsiderPitchPDFs/Particle.pdf,SeriesC,Enterprise software,N. America
639,./InsiderPitchPDFs/Pasqal.pdf,SeriesA,Cloud,Europe
640,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
641,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
642,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
643,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
644,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
645,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
646,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
647,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
648,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
649,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
650,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
651,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
652,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
653,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
654,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
655,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
656,./InsiderPitchPDFs/Persona.pdf,SeriesC,Enterprise software,N. America
657,./InsiderPitchPDFs/Personetics.pdf,Growth,Fintech,Middle East
658,./InsiderPitchPDFs/Phenom.pdf,SeriesD,Enterprise software,N. America
659,./InsiderPitchPDFs/Picnic.pdf,SeriesA,Advertising,Europe
660,./InsiderPitchPDFs/PilgrimSoul.pdf,Seed,Cannabis,N. America
661,./InsiderPitchPDFs/Pillar.pdf,Seed,Fintech,N. America
662,./InsiderPitchPDFs/Pinecone.pdf,SeriesA,Data management,N. America
663,./InsiderPitchPDFs/Pinwheel.pdf,SeriesB,Data management,N. America
664,./InsiderPitchPDFs/PistilData.pdf,Seed,Cannabis,N. America
665,./InsiderPitchPDFs/Pitch.pdf,SeriesB,Enterprise software,Europe
666,./InsiderPitchPDFs/Pixeom.pdf,SeriesA,Enterprise software,N. America
667,./InsiderPitchPDFs/PlanetWatchers.pdf,SeriesA,Enterprise software,Europe
668,./InsiderPitchPDFs/Platformsh.pdf,SeriesC,Enterprise software,Europe
669,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
670,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
671,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
672,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
673,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
674,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
675,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
676,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
677,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
678,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
679,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
680,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
681,./InsiderPitchPDFs/PQShield.pdf,SeriesA,Cybersecurity,Europe
682,./InsiderPitchPDFs/PQShield.pdf,Seed,Cybersecurity,Europe
683,./InsiderPitchPDFs/PrimaryBid.pdf,SeriesB,Fintech,Europe
684,./InsiderPitchPDFs/PrimaryBid.pdf,SeriesC,Fintech,Europe
685,./InsiderPitchPDFs/Primer.pdf,SeriesA,Enterprise software,N. America
686,./InsiderPitchPDFs/Productfy.pdf,SeriesA,Fintech,N. America
687,./InsiderPitchPDFs/Promethium.pdf,SeriesA,Data management,N. America
688,./InsiderPitchPDFs/ProofTechnology.pdf,SeriesA,Enterprise software,N. America
689,./InsiderPitchPDFs/ProperFinance.pdf,Seed,Fintech,N. America
690,./InsiderPitchPDFs/Proper.pdf,Seed,Healthcare,N. America
691,./InsiderPitchPDFs/PublicGoods.pdf,Seed,Retail,N. America
692,./InsiderPitchPDFs/Pulley.pdf,SeriesA,Data management,N. America
693,./InsiderPitchPDFs/PyramidAnalytics.pdf,SeriesE,Data management,Europe
694,./InsiderPitchPDFs/Qonsent.pdf,Seed,Data management,N. America
695,./InsiderPitchPDFs/Qover.pdf,SeriesB,Enterprise software,Europe
696,./InsiderPitchPDFs/Quaise.pdf,SeriesA,Hardware,N. America
697,./InsiderPitchPDFs/Quantexa.pdf,SeriesD,Data management,N. America
698,./InsiderPitchPDFs/QuestDB.pdf,SeriesA,Data management,N. America
699,./InsiderPitchPDFs/Quinyx.pdf,Seed,Enterprise software,Europe
700,./InsiderPitchPDFs/Qunomedical.pdf,SeriesA,Healthcare,Europe
701,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
702,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
703,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
704,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
